plant_id_eia,boiler_id,prime_mover_code
55112,CT01,CT
55107,HRSG02,CA
55107,HRSG01,CA
55107,CTG2,CT
55107,CTG1,CT
55104,HRSG2,CA
55104,HRSG1,CA
55104,CTG2,CT
55104,CTG1,CT
55103,HRSG2,CA
55103,HRSG1,CA
55103,CT2,CT
55103,CT1,CT
55100,UNT1,CT
55100,HRSG1,CA
55100,HRSG,CA
55097,HRSG4,CA
55097,HRSG3,CA
55097,HRSG2,CA
55097,HRSG1,CA
55097,CTG4,CT
55097,CTG3,CT
55097,CTG2,CT
55097,CTG1,CT
55096,HRSG1,ST
55091,STK6,CS
55091,STK5,CS
55091,STK4,CS
55091,STK3,CS
55091,STK2,CS
55091,STK1,CS
55091,HRSG6,
55091,HRSG5,
55091,HRSG4,
55091,HRSG3,
55091,HRSG2,
55091,HRSG1,
55089,CT3,CT
55089,CT2,CT
55089,CT1,CT
55089,20F301,CA
55089,20F201,CA
55089,20F101,CA
55088,EUCTG3,ST
55088,EUCTG2,ST
55088,EUCTG1,ST
55087,2B,
55087,2A,
55086,HRSG1B,CA
55086,HRSG1A,CA
55086,GT1B,CT
55086,GT1A,CT
55084,HRSG1,CS
55079,HRSG1,CA
55079,CT01,CT
55077,ED02,CT
55077,ED01,CT
55077,2,CA
55077,1,CA
55076,AA002,ST
55076,AA001,ST
55075,HRSG,CA
55075,CT01,CT
55068,HRSG2,CA
55068,HRSG1,CA
55068,GEN2,CT
55068,GEN1,CT
55065,HRSG2,CA
55065,HRSG1,CA
55065,GEN2,CT
55065,GEN1,CT
55063,HRSG3,CA
55063,HRSG2,CA
55063,HRSG1,CA
55063,CTG3,CT
55063,CTG2,CT
55063,CTG1,CT
55062,HRSG3,CA
55062,HRSG2,CA
55062,HRSG1,CA
55062,GTG3,CT
55062,GTG2,CT
55062,GTG1,CT
55048,UNT1,CT
55048,HRSG1,CA
55047,HRSG3,CA
55047,HRSG2,CA
55047,HRSG1,CA
55047,CTG3,CT
55047,CTG2,CT
55047,CTG1,CT
55044,RB1,ST
55044,PB5,ST
55044,PB4,ST
55044,PB3,ST
55043,HRSG1,CA
55043,GT1,CT
55042,HRSG2,CA
55042,HRSG1,CA
55042,GEN2,CT
55042,GEN1,CT
55041,HRSG1A,CS
55040,CT2,CT
55040,CT1,CT
55040,201,CA
55040,101,CA
55026,HRSG,CS
55011,CTG1,CT
55011,1,CA
55010,CTG1,CT
55010,1,CA
54998,12600,ST
54998,12500,ST
54998,12400,ST
54998,12300,ST
54995,504,ST
54995,503,ST
54995,502,ST
54995,501,ST
54950,CTG1,CT
54945,13,ST
54945,12,ST
54945,11,ST
54915,HRB101,CA
54915,G101,CT
54914,HRSG2,CA
54914,HRSG1,CA
54914,02,CT
54914,01,CT
54912,HRSG2,CA
54912,HRSG1,CA
54912,GTG2,CT
54912,GTG1,CT
54885,B28,
54885,B23,
54885,B22,
54885,B21,
54857,B24,
54857,B23,
54857,B22,
54857,B21,
54844,GOR2,CT
54844,GOR1,CT
54844,2,CA
54844,1,CA
54832,HRSGB,CA
54832,HRSGA,CA
54832,2,CT
54832,1,CT
54817,HRSG,CA
54817,GT-1,CT
54805,HRSG1,CA
54805,GT-1,CT
54802,REC2,ST
54802,REC1,ST
54802,PFI,ST
54802,BB3,ST
54802,BB2,ST
54802,BB1,ST
54795,C6,ST
54795,C4,ST
54795,C3,ST
54795,C2,ST
54795,C1,ST
54789,4RB,ST
54789,3RB,ST
54789,3PB,ST
54789,2RB,ST
54789,2PB,ST
54789,1RB,ST
54789,1PB,ST
54785,GEN2,CT
54785,B25,CA
54785,1CT,CA
54780,DB2,ST
54780,DB1,ST
54780,B7,ST
54780,B6,ST
54780,B5,ST
54780,B4,ST
54780,B3A,ST
54780,B3,ST
54780,B2,ST
54775,BLR9,
54775,BLR8,ST
54775,BLR7,ST
54775,BLR11,ST
54775,BLR10,ST
54763,R3,ST
54763,R2,
54763,PB5,ST
54763,PB4,ST
54763,PB3,ST
54763,PB2,
54763,PB1,ST
54761,HRSG3,CA
54761,HRSG1,CA
54761,GEN4,CT
54761,GEN2,CT
54758,BW2,ST
54758,BW1,ST
54755,BLR2,ST
54752,RECB,ST
54752,2PB,ST
54752,1PB,ST
54751,BLR1,ST
54749,HRSG1,CA
54749,CTG,CT
54746,2,ST
54746,1,ST
54694,HRSG,CA
54694,GEN1,CT
54693,HRSG 6,CA
54693,HRSG 5,CA
54693,HRSG 4,
54693,HRSG 3,
54693,HRSG 2,CA
54693,HRSG 1,CA
54693,GT#6,CT
54693,GT#5,CT
54693,GT#2,CT
54693,GT#1,CT
54677,HRB,ST
54676,H83,CA
54676,H82,CA
54676,H81,CA
54676,G83,CT
54676,G82,CT
54676,G81,CT
54667,9,
54656,RB5,ST
54656,RB4,ST
54656,RB3,
54656,PB5,ST
54656,PB4,
54656,PB3,
54656,PB2,ST
54656,PB1,ST
54646,CT2,CT
54646,CT1,CT
54646,2,CA
54646,1,CA
54640,HRSG2,CA
54640,HRSG1,CA
54640,GEN2,CT
54640,GEN1,CT
54638,RB01,ST
54638,PC82,ST
54638,PC81,ST
54634,1,ST
54627,C,ST
54627,B,ST
54627,A,ST
54626,BL01,ST
54625,2,ST
54625,1,ST
54620,B1,ST
54593,HRSG,CA
54593,GEN1,CT
54592,HRSG1,CA
54592,GEN1,CT
54586,TRENT,CT
54586,HRSG,CA
54574,HRSG2,CA
54574,HRSG1,CA
54574,GEN2,CT
54574,GEN1,CT
54562,RF22,ST
54562,RF19,ST
54562,RF18,ST
54562,RF15,ST
54562,PB20,ST
54562,PB16,ST
54562,PB13,ST
54562,PB12,ST
54561,GT-G,CT
54556,BLR7,ST
54556,BLR6,ST
54556,BLR5,ST
54556,BLR3,
54556,BLR2,
54556,BLR10,ST
54556,BLR1,
54550,STG1,CA
54550,901C,CT
54550,901B,CT
54550,901A,CT
54547,HRSG 4,CA
54547,HRSG 3,CA
54547,HRSG 2,CA
54547,HRSG 1,CA
54547,4,CT
54547,3,CT
54547,2,CT
54547,1,CT
54537,HRSGB,CA
54537,HRSGA,CA
54537,CT1B,CT
54537,CT1A,CT
54529,0001,ST
54526,00001,ST
54518,RE,
54518,HRSG3,ST
54518,HRSG2,ST
54518,HRSG1,
54512,7,ST
54512,6,ST
54512,5,ST
54512,4,ST
54512,3,ST
54512,2,ST
54512,1,ST
54476,HRSG1,CA
54476,GEN1,CT
54472,ZURN,ST
54472,MECS,ST
54472,LURGI,ST
54472,AUX,ST
54469,BLR2,
54469,BLR1,
54468,BLR1,
54466,HRSG 1,
54466,GEN1,CS
54464,D001,ST
54464,B004,ST
54464,B003,ST
54464,B002,ST
54464,B001,ST
54429,RB2,ST
54429,PB2,ST
54427,21,ST
54427,20,ST
54427,12,ST
54427,10C,ST
54426,HRSG1,CA
54426,GT1,CT
54424,HRSG2,CA
54424,HRSG1,CA
54424,GT2,CT
54424,GT1,CT
54415,101613,ST
54414,BLR4,
54414,BLR3,
54414,BLR2,
54414,BLR1,
54408,B25,
54408,B24,
54408,B23,
54408,B22,
54408,B21,
54408,B09,ST
54408,B08,ST
54408,B07,ST
54408,B06,ST
54408,B05,ST
54372,GT2,CT
54372,GT1,CT
54365,HRSG1,CA
54365,APC2,CT
54365,APC1,CT
54358,RB3,ST
54358,RB2,ST
54358,PB3,ST
54358,PB2,ST
54358,PB1,ST
54350,GTC,CT
54350,GTB,CT
54350,GTA,CT
54350,AUX,CA
54349,GTC,CT
54349,GTB,CT
54349,GTA,CT
54349,AUX,CA
54338,6,ST
54338,4,ST
54338,3,ST
54338,2,ST
54338,1,ST
54335,B006,ST
54335,B005,ST
54335,B004,ST
54335,B003,ST
54335,B002,ST
54333,G001,CT
54324,HRSG4,CA
54324,HRSG3,CA
54324,GEN2,CT
54324,GEN1,CT
54321,3B108,ST
54321,3B107,ST
54321,3B106,ST
54321,3B105,ST
54321,3B104,ST
54321,3B103,ST
54321,3B102,ST
54321,3B101,ST
54318,E,ST
54318,D,ST
54318,C,ST
54304,1A,ST
54281,REC,ST
54281,POW,ST
54281,MFB,ST
54276,7,ST
54276,6,ST
54271,HRSG2,CA
54271,HRSG1,CA
54271,CTG2,CT
54271,CTG1,CT
54268,E301,
54268,E201,
54268,E101,
54238,N64516,ST
54238,N64514,ST
54238,BIOMS1,ST
54236,HRSG1,ST
54236,BLR8,
54236,BLR5,
54236,BLR4,
54236,BLR3,ST
54236,BLR2,ST
54236,BLR1,ST
54228,2,ST
54225,3,ST
54225,2,ST
54225,1,
54224,SG4,ST
54224,SG3,ST
54224,SG2,ST
54224,SG1,ST
54219,BLR1,
54216,REC3,ST
54216,PB2,ST
54216,PB1,ST
54216,AOW4,
54216,AOW3,
54216,AOW2,
54216,AOW1,
54210,EUI1,ST
54207,3,ST
54207,2,ST
54207,1,ST
54201,BLR9,ST
54201,BLR8,ST
54201,BLR7,
54201,BLR6,
54201,BLR5,
54201,BLR4,ST
54201,BLR3,ST
54201,BLR2,ST
54201,BLR10,ST
54201,BLR1,ST
54131,HR123,CA
54131,GEN1,CT
54114,HRSG2,CA
54114,HRSG1,CA
54114,GEN2,CT
54114,GEN1,CT
54104,RB3,ST
54104,RB2,ST
54104,PB3,ST
54104,PB2,ST
54104,PB1,ST
54101,RB3,ST
54101,RB2,ST
54101,RB1,ST
54101,PB2,ST
54101,PB1,ST
54100,N1REBO,ST
54100,N1BABO,ST
54099,RB1,ST
54099,PB1,ST
54098,B11,ST
54098,B10,ST
54098,B09,ST
54098,B08,ST
54098,B07,ST
54097,RB2,ST
54097,RB1,ST
54097,PB2,ST
54097,PB1,ST
54096,HRSG4,
54096,GEN4,CT
54096,BLRR2,
54096,BLRR1,
54096,BLRP1,
54096,BLRB2,
54096,BLRB1,
54091,RB2,ST
54091,RB1,ST
54091,PB2,ST
54091,PB1,ST
54091,HRSG,ST
54087,RB02,ST
54087,RB01,ST
54087,PB02,ST
54087,PB01,ST
54085,WFI,ST
54085,RB2,ST
54085,RB1,ST
54085,PB2,ST
54085,PB1,ST
54081,4B,ST
54081,4A,ST
54081,3B,ST
54081,3A,ST
54081,2B,ST
54081,2A,ST
54081,1B,ST
54081,1A,ST
54076,HRSG1,CA
54076,GEN1,CT
54056,HRSG,CA
54056,GEN1,CT
54041,GEN3,CT
54041,GEN2,CT
54041,GEN1,CT
54041,4,CA
54035,BLR1,ST
54034,HRSG,CA
54034,GEN1,CT
54033,BLR3,
54033,BLR2,
54033,BLR1,
54004,TB1,
54004,PB2,ST
54004,PB1,
54004,HRSG,ST
52193,HRSG 2,ST
52193,HRSG 1,ST
52193,BLR4,ST
52193,BLR3,ST
52193,BLR2,ST
52193,BLR1,ST
52188,DB2,
52188,DB1,
52188,B9,
52188,B8,
52188,B7,
52188,B6,
52188,B22,
52188,B21,
52188,B10,
52176,HRSG2,CA
52176,HRSG1,CA
52176,GEN2,CT
52176,GEN1,CT
52175,B1D,
52175,B1C,ST
52175,B1B,ST
52175,B1A,ST
52175,B1,ST
52168,U00008,
52168,U00006,ST
52168,U00004,ST
52168,U00003,ST
52152,9PB,ST
52152,7PB,ST
52152,6RB,ST
52152,6PB,ST
52152,5RB,ST
52152,5PB,ST
52152,4RB,ST
52151,RF2,ST
52151,RF1,ST
52151,PB2,ST
52151,PB1,ST
52149,B4,
52140,RF2,ST
52140,RF1,ST
52140,PB2,ST
52140,PB1,ST
52132,HRSG2,CA
52132,HRSG1,CA
52132,GEN2,CT
52132,GEN1,CT
52130,36BLR,ST
52130,34BLR,ST
52130,33BLR,ST
52130,32BLR,ST
52130,31BLR,ST
52130,17BLR,
52130,16BLR,
52130,15BLR,
52130,14BLR,
52130,13BLR,
52120,G65,CA
52120,G64,CA
52120,G-67,CT
52120,G-66,CT
52120,G-63,CT
52120,G-61,CT
52118,103,ST
52118,102,ST
52118,101,ST
52109,HRSG2,CA
52109,HRSG1,CA
52109,GEN2,CT
52109,GEN1,CT
52106,45,ST
52106,40,ST
52106,39,ST
52106,38,ST
52106,37,ST
52105,7BLR,
52105,5BLR,
52105,4BLR,
52105,3BLR,
52105,1BLR,
52089,NO9BLR,ST
52089,NO8BLR,ST
52089,NO7BLR,ST
52089,NO6BLR,ST
52089,NO5BLR,ST
52089,NO4BLR,ST
52089,NO3BLR,ST
52089,NO2BLR,ST
52089,NO1BLR,ST
52089,BLR14,ST
52089,BLR13,ST
52089,BLR12,ST
52089,BLR11,ST
52089,BLR10,ST
52088,HRSG 3,CA
52088,HRSG 2,CA
52088,HRSG 1,CA
52088,GEN4,CT
52088,GEN3,CT
52088,GEN2,CT
52073,HRSG B,CA
52073,HRSG A,CA
52073,GEN2,CT
52073,GEN1,CT
52072,5,ST
52072,481-6,ST
52072,481-5,ST
52072,481-4,ST
52072,481-3,ST
52072,481-2,ST
52072,481-1,ST
52072,4,ST
52072,3,ST
52072,2,ST
52072,1,
52071,SANDW3,
52071,SANDW2,
52071,SANDW1,
52071,5B,ST
52071,5A,ST
52069,HP6,ST
52069,HP5,ST
52069,HP4,ST
52069,HP3,ST
52069,HP2,ST
52069,HP1,ST
52061,GEN3,CT
52056,GT1,CT
52056,4,CA
52048,HRSG2,
52048,HRSG1,
52048,9,
52048,8,
52048,7,
52031,B01B3,ST
52026,HRSG,CA
52026,GEN1,CT
52024,6,ST
52024,5,ST
52024,4,ST
52024,3,ST
52024,2,ST
52019,HR602,CA
52019,HR601,CA
52019,HR502,CA
52019,HR501,CA
52019,GEN5,CT
52019,GEN4,CT
52019,GEN2,CT
52019,GEN1,CT
52010,BLR3,ST
52010,BLR2,ST
52010,BLR1,ST
52007,BLR2,ST
52007,BLR1,ST
52006,HRU200,CA
52006,HRU100,CA
52006,GEN6,CT
52006,GEN5,CT
51038,B2,ST
51038,B1,ST
51030,HRSG2,CA
51030,HRSG1,CA
51030,GEN2,CT
51030,GEN1,CT
51026,BLR1,ST
50978,HRSG2,CA
50978,HRSG1,CA
50978,GEN2,CT
50978,GEN1,CT
50976,AAB01,ST
50974,UNIT 2,ST
50974,UNIT 1,ST
50973,COB,
50973,46,CA
50973,44,CA
50973,43,CA
50973,42,CA
50973,41,CA
50973,37,CA
50973,36,
50973,35,CA
50973,34,CA
50973,33,CA
50973,32,CA
50973,29,
50969,HRSG2,ST
50969,HRSG1,ST
50969,BLR9,ST
50969,BLR8,ST
50969,BLR7,ST
50969,BLR12,ST
50969,BLR11,
50969,BLR10,ST
50969,BFB-1,ST
50966,2,
50966,1,
50960,UNIT3,ST
50960,UNIT2,ST
50960,UNIT1,ST
50956,RB3,ST
50956,PB3,ST
50956,PB2,ST
50956,PB1,
50956,BFB,ST
50951,1,ST
50949,GEN2,CT
50949,GEN1,CT
50949,1B,CA
50949,1A,CA
50933,BLR8,ST
50933,BLR7,ST
50933,BLR5,
50933,BLR4,
50933,BLR3,
50933,BLR2,
50933,BLR1,
50931,BLR2,ST
50931,BLR1,ST
50900,9PB,ST
50900,8PB,
50900,7PB,
50900,6PB,ST
50900,2RB,ST
50900,1RB,ST
50900,1PB,ST
50900,11PB,ST
50900,10PB,ST
50888,BLR1,ST
50887,BLR3,ST
50887,BLR2,ST
50887,BLR1,ST
50886,1-1B,ST
50886,1-1A,ST
50885,BLR2,ST
50885,BLR1,ST
50884,B103,ST
50884,B102,ST
50884,B101,ST
50883,BLR3,ST
50883,BLR2,ST
50883,BLR1,ST
50882,3,ST
50882,2,ST
50882,1,ST
50881,BLR3,ST
50881,BLR2,ST
50881,BLR1,ST
50880,UNIT2,ST
50880,UNIT1,ST
50879,BLR1,ST
50878,UNIT2,ST
50878,UNIT1,ST
50877,B2,ST
50877,B1,ST
50876,GEN1,CT
50875,4,ST
50875,3,ST
50875,2,ST
50875,1,ST
50873,B2,ST
50873,B1,ST
50872,B2,ST
50872,B1,ST
50860,BLR2,ST
50860,BLR1,ST
50859,BLR3,ST
50859,BLR2,ST
50859,BLR1,ST
50858,MWC4E,ST
50858,MWC3D,ST
50858,MWC2C,ST
50858,MWC1B,ST
50852,HRSG1,CA
50852,GEN1,CT
50851,GEN1,CT
50850,GEN1,CT
50849,GEN1,CT
50846,PB4,ST
50846,PB3,ST
50846,PB2,ST
50846,PB1,ST
50837,UNIT3,ST
50837,UNIT2,ST
50837,UNIT1,ST
50835,2,ST
50835,1,ST
50815,HRB2,CA
50815,HRB1,CA
50815,GEN7,CT
50815,GEN5,CT
50815,GEN4,CT
50815,GEN3,CT
50815,GEN2,CT
50815,GEN1,CT
50813,RB1,ST
50813,CB1,ST
50810,PB,ST
50810,CB,ST
50810,3RB,ST
50810,2RB,ST
50807,4BB,ST
50807,3BB,ST
50807,2RB,ST
50807,1RB,ST
50806,RBF,ST
50806,PB4,ST
50806,PB3,ST
50806,PB1,ST
50804,RE01,ST
50804,4,ST
50803,3,ST
50803,2,ST
50803,1,ST
50799,WH 2,CA
50799,WH 1,CA
50799,GEN2,CT
50799,GEN1,CT
50776,BLR2,ST
50776,BLR1,ST
50774,1,ST
50772,B1,ST
50771,B1,ST
50770,B1,ST
50748,GEN1,CT
50744,HRSG,CA
50744,GEN1,CT
50743,4,ST
50743,3,ST
50743,2,ST
50743,1,ST
50739,0100,ST
50736,B2,
50736,B1,
50733,TBB6,ST
50733,TBB5,ST
50733,TBB4A,ST
50733,TBB3,ST
50733,TBB2,ST
50733,TBB1,ST
50733,4BH3,ST
50733,4BH2,ST
50733,4BH1,ST
50732,ETBLR3,ST
50732,ETBLR2,ST
50732,ETBLR1,ST
50729,T2BLR,ST
50729,T1BLR,ST
50729,R2BLR,ST
50729,R1BLR,ST
50729,2BLR,ST
50729,1BLR,ST
50711,BLR4,ST
50711,BLR3,ST
50711,BLR2,ST
50711,BLR1,ST
50707,LME,CT
50707,LMD,CT
50707,LMC,CT
50707,LMB,CT
50707,LMA,CT
50707,HRSG E,CA
50707,HRSG D,CA
50707,HRSG C,CA
50707,HRSG B,CA
50707,HRSG A,CA
50666,B3,ST
50666,B2,ST
50666,B1,ST
50663,B300,ST
50663,B200,ST
50663,B100,ST
50662,UNIT3,ST
50662,UNIT2,ST
50662,UNIT1,ST
50661,B,ST
50661,A,ST
50660,3,ST
50660,2,ST
50660,1,ST
50658,4,ST
50658,3,ST
50658,2,ST
50658,1,ST
50657,3,ST
50657,2,ST
50657,1,ST
50656,UNIT3,ST
50656,UNIT2,ST
50656,UNIT1,ST
50650,BLR1,ST
50649,2,ST
50649,1,ST
50648,UNIT2,ST
50648,UNIT1,ST
50640,BLR1,ST
50639,9PB,ST
50639,8PB,ST
50639,7PB,ST
50639,10RB,ST
50638,REC1,ST
50638,PB1,ST
50637,5REC,ST
50637,4REC,ST
50637,4PWR,ST
50637,2PWR,ST
50637,1PWR,ST
50633,other,
50632,2,ST
50632,1,ST
50630,BLR2,ST
50630,BLR1,ST
50629,2,ST
50629,1,ST
50628,HRSG,ST
50628,2C,ST
50628,2B,ST
50628,2A,ST
50627,WCO,ST
50627,HRSG,ST
50627,ECO,ST
50627,AUX,ST
50625,43,ST
50625,42,ST
50625,41,ST
50625,34,ST
50625,33,ST
50625,32,
50625,24,ST
50625,22,
50625,19,
50625,18,
50625,17,
50625,16,
50625,15,
50615,HRSG03,
50615,HRSG02,
50614,6,ST
50614,5,ST
50614,14,ST
50611,031,ST
50572,GEN4,CA
50572,GEN3,CT
50572,GEN2,CT
50572,GEN1,CT
50561,GTG2,CT
50561,GTG1,CT
50561,0002,CA
50561,0001,CA
50560,B101,ST
50558,HRSG,CA
50558,GT01,CT
50555,GEN2,CT
50555,GEN1,CT
50555,EIA01,CA
50544,PKB,ST
50544,1RB,ST
50544,10PB,ST
50541,HRSG1,CA
50541,HR200,CA
50541,GEN1,CT
50530,H43,ST
50498,HRSG,CA
50498,GTG,CT
50497,HRSG1,CA
50497,GTG3,CT
50497,GTG2,CT
50497,GTG1,CT
50491,6BLR,ST
50491,5BLR,ST
50491,4BLR,ST
50491,3BLR,ST
50489,C5,ST
50489,C4,ST
50489,C2,ST
50489,C1,ST
50483,B8,
50483,B7,
50483,B4,
50483,B3,
50483,B2,
50483,B1,
50482,B8,ST
50482,B7,ST
50482,B4,ST
50482,B3,
50482,B2,ST
50482,B1,ST
50481,83-24,ST
50481,83-23,ST
50481,83-22,ST
50481,83-21,ST
50481,83-20,ST
50481,83-19,ST
50481,83-18,ST
50481,423-C,ST
50481,423-B,ST
50481,423-A,ST
50481,325-31,ST
50481,325-30,ST
50481,253-29,ST
50481,253-28,ST
50481,253-27,ST
50481,253-26,ST
50481,253-25,ST
50476,B9,ST
50476,B8,ST
50476,B7,ST
50476,B5,ST
50476,B11,ST
50476,B10,ST
50476,12,ST
50474,F,ST
50474,E,ST
50474,AUX,ST
50473,D,
50473,C,
50472,BLR4,ST
50472,BLR3,ST
50472,BLR2,ST
50472,BLR1,ST
50466,4RB,ST
50466,3RB,ST
50466,2RB,ST
50466,2PB,ST
50466,2BB,ST
50466,1PB,ST
50466,1BB,ST
50465,RB,ST
50465,PB,ST
50458,HRSG1,CA
50458,GEN1,CT
50456,PB2,ST
50456,PB1,ST
50456,4,ST
50451,HRSG1,CA
50451,GEN1,CT
50450,HRSG1,CA
50450,GEN1,CT
50449,HRSG1,CA
50449,GEN1,CT
50447,21,ST
50447,20,ST
50447,18,ST
50447,17,ST
50431,TG9,CT
50431,TG10,CT
50431,8,CA
50431,7,CA
50431,6,CA
50431,5,
50431,4,CA
50431,3,CA
50431,2,CA
50431,1,CA
50410,10,ST
50407,8RB,ST
50407,8PB,ST
50407,7PB,ST
50407,5PB,ST
50406,REC,ST
50406,2HFB,ST
50406,1HFB,ST
50398,15RB,ST
50398,13PB,ST
50397,REC037,ST
50397,7PB039,ST
50397,6PB038,ST
50397,5PB036,ST
50397,4PB034,ST
50397,3PB033,ST
50397,1PB035,ST
50396,BLR6,ST
50396,BLR2,ST
50396,BLR1,ST
50395,7,ST
50395,2,ST
50395,14,ST
50395,10,ST
50395,1,ST
50392,6A,ST
50392,6,
50392,5A,
50392,5,ST
50392,4,ST
50392,3,ST
50392,2,ST
50392,1,ST
50388,K2,ST
50388,K1,ST
50385,HRSG2,CA
50385,HRSG1,CA
50385,GEN2,CT
50385,GEN1,CT
50368,HRSG2,CT
50368,HRSG1,CT
50366,BLR6,ST
50366,BLR5,ST
50366,BLR4,ST
50366,BLR3,ST
50366,BLR2,ST
50366,BLR1,ST
50363,B201,
50359,4,ST
50359,3,ST
50359,2,
50359,1,ST
50326,AT1,CT
50308,8,ST
50308,7,ST
50308,6,ST
50308,5,ST
50308,4,ST
50308,3,ST
50307,B4,ST
50307,B3,ST
50307,B2,ST
50307,B1,ST
50305,K23,ST
50305,K22,ST
50305,K21,ST
50305,K20,ST
50305,K19,ST
50304,HRSG5,
50304,HRSG4,
50304,H8620,
50304,H8610,
50296,R3,ST
50296,R2,ST
50296,R1,ST
50296,C2,ST
50296,C1,ST
50293,BLR100,ST
50292,HRSG3,CA
50292,HRSG2,CA
50292,HRSG1,CA
50292,GEN6,CT
50292,GEN2,CT
50292,GEN1,CT
50290,3,ST
50290,2,ST
50290,1,ST
50282,3RB,ST
50282,2RB,ST
50282,26PB,ST
50282,25PB,ST
50282,24PB,ST
50279,MAIN,ST
50275,3,ST
50275,2,
50274,1,
50254,7RB,ST
50254,4PB,ST
50254,3PB,
50254,2PB,
50254,1PB,ST
50251,WTB,ST
50251,RB,ST
50251,PB,ST
50250,6PB,ST
50250,4PB,ST
50250,3PB,ST
50250,2RB,ST
50250,1RB,ST
50244,WPB,ST
50244,RCB,ST
50244,RBB,ST
50244,PGB,ST
50244,EPB,ST
50244,BBB,ST
50244,4PB,ST
50244,11REC,ST
50244,10REC,ST
50243,9,ST
50243,8,ST
50243,7,
50243,6,
50243,5,ST
50240,BLR7,ST
50240,BLR5,ST
50240,BLR3,ST
50240,BLR2,ST
50240,BLR1,
50231,821,ST
50229,TPCBLR,ST
50225,1SG1B,ST
50225,1SG1A,ST
50216,GN94,CT
50216,GN93,CT
50216,GN92,CT
50216,GN91,CT
50216,94,CA
50216,93,CA
50216,92,CA
50216,91,CA
50215,103,ST
50215,102,ST
50215,101,ST
50208,B1,ST
50201,WB1,ST
50192,3,ST
50192,2,ST
50192,1,ST
50191,REC4,ST
50191,REC3,ST
50191,PKG,ST
50191,PB,ST
50189,PKG,ST
50189,5REC,ST
50189,2HFB,ST
50189,1HFB,ST
50189,1CB,ST
50188,RB,ST
50188,PB2,ST
50188,PB1,ST
50187,PB,ST
50187,11B,ST
50187,10B,ST
50185,PB,ST
50185,3RB,ST
50185,2RB,ST
50185,1RB,ST
50184,REC,ST
50184,PKG,ST
50184,COMB,ST
50152,HRSGW,CA
50152,HRSGE,CA
50152,CGN2,CT
50152,CGN1,CT
50150,GEN8,CT
50150,GEN6,CT
50150,GE11,CT
50150,8 HRSG,CA
50150,6 HRSG,CA
50150,11HRSG,CA
50148,GEN1,CT
50146,D,ST
50146,C,ST
50146,B,ST
50146,A,ST
50127,HRSGC,CA
50127,HRSGB,CA
50127,HRSGA,CA
50127,GTC,CT
50127,GTB,CT
50127,GTA,CT
50121,WHS,
50121,HOC,ST
50121,B&W,
50118,HRSG8,CA
50118,HRSG10,CA
50118,GEN8,CT
50118,GEN10,CT
50118,B7,CA
50118,B3,CA
50118,B2,CA
50118,B1,CA
50112,BLR2,ST
50112,BLR1,ST
50111,BLR1,
50110,BLR1,ST
50109,HRSG2,CA
50109,HRSG1,CA
50109,GEN2,CT
50109,GEN1,CT
50101,RB4,ST
50101,RB3,ST
50101,RB2,ST
50101,PB6,ST
50101,PB5,ST
50101,PB2,ST
50101,PB1,ST
50087,HRSG,ST
50087,4,ST
50087,3,ST
50087,2,ST
50087,1,ST
50071,BLR2,ST
50071,BLR1,ST
50067,2,ST
50067,1,ST
50061,GEN3,CT
50061,GEN2,CT
50051,BLR B,ST
50051,BLR A,ST
50049,BLRC,ST
50049,BLRB,ST
50049,BLRA,ST
50043,HRSG3,CA
50043,HRSG2,CA
50043,HRSG1,CA
50043,GT3,CT
50043,GT2,CT
50043,GT1,CT
50039,1,ST
50028,HRSG,ST
50028,5CE,ST
50028,4BW,ST
50028,2FW,ST
50028,1HP,ST
50028,1FW,ST
50006,HRSG5,CA
50006,HRSG4,CA
50006,HRSG3,CA
50006,HRSG2,CA
50006,HRSG1,CA
50006,GTG6,CT
50006,GTG5,CT
50006,GTG4,CT
50006,GTG3,CT
50006,GTG2,CT
50006,GTG1,CT
50002,GEN3,CT
50002,GEN2,CT
50002,GEN1,CT
10883,PSG3,ST
10883,PSG2,ST
10883,PSG1,ST
10883,HSG2,ST
10883,HSG1,ST
10883,GTHSG3,ST
10883,GTHSG2,ST
10883,GTHSG1,ST
10869,SOUTH,ST
10869,NORTH,ST
10867,COGEN2,ST
10867,COGEN1,ST
10866,9,
10866,5,
10866,3,
10866,2,
10866,14,
10866,13,
10866,12,
10866,11,
10866,10,
10866,1,
10865,CFB9,ST
10865,CFB8,ST
10865,CFB7,ST
10865,CFB6,ST
10865,CFB5,ST
10865,CFB4,ST
10865,CFB3,ST
10865,CFB2,ST
10865,CFB1,ST
10864,5,ST
10864,4,ST
10864,3,ST
10864,2,ST
10864,1,ST
10860,CFB3,ST
10860,CFB2,ST
10860,CFB1,ST
10860,B9,
10860,B8,
10860,B7,
10860,B6,
10860,B5,
10860,B4,
10860,B3,
10860,B2,
10860,B10,
10860,B1,
10855,STKR3,ST
10855,STKR2,ST
10855,STKR1,ST
10855,HPGAS2,ST
10855,HPGAS1,ST
10849,BLR2,ST
10849,BLR1,ST
10840,U2,ST
10840,U1,ST
10839,BLR1,ST
10838,BLR1,ST
10837,B1,ST
10836,BLR1,ST
10823,B201,ST
10823,B101,ST
10822,BOIL1,ST
10819,HRSG1,CA
10819,GEN1,CT
10812,GEN1,CT
10811,HRSG1,CA
10811,GEN1,CT
